transaction_id,customer_id,transaction_amount,transaction_frequency,transaction_hour,distance_from_usual_location_km,account_age_days
TXN502411,CUST20530,13221,1,8,0.9,227
TXN502412,CUST20022,7917,1,12,0.1,1228
TXN502413,CUST20746,36760,1,17,8.9,2833
TXN502414,CUST20694,16777,3,18,3.0,58
TXN502415,CUST20472,217218,1,10,3.4,1373
TXN502416,CUST20741,246989,1,13,4.2,3814
TXN502417,CUST20747,26796,1,15,11.3,3050
TXN502418,CUST20435,44452,1,6,0.8,3199
TXN502419,CUST20251,31333,1,17,0.2,3759
TXN502420,CUST20787,25769,1,20,0.3,1833
TXN502421,CUST20279,43807,1,15,5.1,173
TXN502422,CUST20049,480000,1,16,0.4,3531
TXN502423,CUST20315,33947,1,16,0.2,3767
TXN502424,CUST20556,9200,1,18,0.5,1347
TXN502425,CUST20855,30263,1,1,2.1,255
TXN502426,CUST20616,31216,1,7,1.3,1227
TXN502427,CUST20888,15715,1,15,0.2,1927
TXN502428,CUST20632,116171,1,17,0.8,728
TXN502429,CUST20476,44167,4,12,4.9,660
TXN502430,CUST20044,57633,2,17,3.6,2144
TXN502431,CUST20071,20038,1,14,11.2,3780
TXN502432,CUST20412,480000,1,16,7.7,2959
TXN502433,CUST20112,33645,23,11,15.7,977
TXN502434,CUST20872,32443,1,14,1.5,949
TXN502435,CUST20286,357783,3,12,4.7,1750
TXN502436,CUST20430,16044,1,12,4.9,2985
TXN502437,CUST20774,78640,1,20,8.4,3056
TXN502438,CUST20388,452626,1,13,1.5,2427
TXN502439,CUST20418,23404,2,17,9.9,2636
TXN502440,CUST20180,15302,2,12,3.7,3019
TXN502441,CUST20298,66206,2,12,0.9,2162
TXN502442,CUST20546,40987,2,11,4.7,1144
TXN502443,CUST20234,32593,2,11,10.6,2361
TXN502444,CUST20445,68183,1,13,1.4,617
TXN502445,CUST20341,30989,1,18,8.2,1554
TXN502446,CUST20287,24132,1,17,1.1,1020
TXN502447,CUST20406,37860,2,22,0.3,2880
TXN502448,CUST20231,86600,1,12,0.1,2363
TXN502449,CUST20511,13553,3,11,0.2,987
TXN502450,CUST20710,42203,2,7,14.1,2171
TXN502451,CUST20678,63843,1,15,1.4,290
TXN502452,CUST20625,57180,2,12,1.1,3065
TXN502453,CUST20854,79666,1,10,0.6,3413
TXN502454,CUST20413,23444,1,5,1.7,1306
TXN502455,CUST20875,16472,1,17,7.8,778
TXN502456,CUST20897,19241,2,4,0.6,47
TXN502457,CUST20027,247161,1,20,6.9,3066
TXN502458,CUST20259,8640,1,14,0.7,1847
TXN502459,CUST20198,23539,1,17,0.7,2102
TXN502460,CUST20861,30494,1,12,2.6,3929
TXN502461,CUST20844,696253,1,4,206.2,1224
TXN502462,CUST20838,10147,1,17,2.8,1205
TXN502463,CUST20743,233132,1,10,1.7,805
TXN502464,CUST20182,13503,3,9,2.1,2709
TXN502465,CUST20673,55826,1,23,4.9,1656
TXN502466,CUST20495,28764,2,15,4.8,2848
TXN502467,CUST20542,43856,2,21,3.0,2571
TXN502468,CUST20781,51230,30,12,11.4,673
TXN502469,CUST20556,5326,1,10,10.0,1347
TXN502470,CUST20082,21429,1,14,4.5,1219
TXN502471,CUST20678,111558,2,20,2.8,290
TXN502472,CUST20795,63774,2,17,0.5,541
TXN502473,CUST20455,14027,4,14,5.6,76
TXN502474,CUST20276,16732,1,12,2.8,1220
TXN502475,CUST20571,29438,1,19,1.4,2844
TXN502476,CUST20622,5035,1,20,1.1,966
TXN502477,CUST20265,16681,4,12,3.5,1291
TXN502478,CUST20589,475986,1,14,3.9,1277
TXN502479,CUST20427,8066,4,19,0.5,699
TXN502480,CUST20098,164400,1,11,3.2,2124
TXN502481,CUST20483,22774,1,6,5.3,2613
TXN502482,CUST20138,51079,3,19,0.4,3020
TXN502483,CUST20799,46021,1,15,3.6,3777
TXN502484,CUST20460,117126,2,12,2.0,611
TXN502485,CUST20046,19108,2,12,0.2,460
TXN502486,CUST20607,330790,2,10,2.5,943
TXN502487,CUST20362,176661,1,15,3.1,3493
TXN502488,CUST20659,20564,1,15,1.4,1101
TXN502489,CUST20369,40220,1,22,7.2,1841
TXN502490,CUST20665,44352,3,0,4.9,1000
TXN502491,CUST20805,291431,2,13,0.5,420
TXN502492,CUST20898,29277,1,17,1.5,177
TXN502493,CUST20237,37626,3,11,8.3,3077
TXN502494,CUST20685,9789,3,9,2.3,3268
TXN502495,CUST20158,16716,1,13,0.3,3617
TXN502496,CUST20409,26865,1,21,3.1,2677
TXN502497,CUST20203,143548,1,9,1.7,1821
TXN502498,CUST20116,7294,1,20,1.6,2326
TXN502499,CUST20350,36579,1,17,12.7,2677
TXN502500,CUST20198,19298,22,20,15.5,2102
TXN502501,CUST20803,82181,1,19,2.9,3607
TXN502502,CUST20656,23878,1,12,6.2,3379
TXN502503,CUST20237,36057,1,13,4.4,3077
TXN502504,CUST20493,11698,2,19,2.0,2626
TXN502505,CUST20510,280802,2,21,9.6,2989
TXN502506,CUST20763,174311,1,20,5.4,1043
TXN502507,CUST20717,49067,31,0,12.0,2200
TXN502508,CUST20283,12852,1,17,5.4,1847
TXN502509,CUST20605,59387,1,11,1.4,1037
TXN502510,CUST20645,12026,1,21,1.7,2604
TXN502511,CUST20382,39571,3,13,0.1,2231
TXN502512,CUST20130,24445,2,13,0.0,354
TXN502513,CUST20520,36571,2,14,2.8,2429
TXN502514,CUST20515,41288,1,21,0.7,2209
TXN502515,CUST20198,24354,2,12,0.8,2102
TXN502516,CUST20154,480000,2,8,3.8,2298
TXN502517,CUST20822,17536,1,10,4.4,2392
TXN502518,CUST20005,55550,2,17,7.6,2233
TXN502519,CUST20213,28757,1,14,2.1,2609
TXN502520,CUST20031,17682,2,21,4.2,3137
TXN502521,CUST20826,10239,1,16,7.4,309
TXN502522,CUST20430,23338,1,15,0.1,2985
TXN502523,CUST20138,16907,2,21,0.1,3020
TXN502524,CUST20112,57048,23,11,5.0,977
TXN502525,CUST20665,26511,4,13,2.6,1000
TXN502526,CUST20726,52374,1,13,1.3,1579
TXN502527,CUST20298,39060,1,16,1.6,2162
TXN502528,CUST20157,18473,2,15,0.5,759
TXN502529,CUST20312,28891,1,13,0.1,1655
TXN502530,CUST20707,42671,1,15,4.1,3130
TXN502531,CUST20096,20968,1,10,1.8,432
TXN502532,CUST20329,9645,1,21,19.3,3947
TXN502533,CUST20799,39763,2,19,7.1,3777
TXN502534,CUST20077,5523,4,18,0.3,3369
TXN502535,CUST20442,38328,1,12,2.2,402
TXN502536,CUST20575,15578,3,9,0.0,393
TXN502537,CUST20099,51945,1,10,6.3,566
TXN502538,CUST20731,191845,2,17,0.5,218
TXN502539,CUST20526,53468,1,9,4.0,3657
TXN502540,CUST20306,71073,3,20,2.5,1256
TXN502541,CUST20869,16704,1,13,6.0,2415
TXN502542,CUST20356,13694,1,15,2.3,1648
TXN502543,CUST20267,36356,3,10,0.8,443
TXN502544,CUST20627,107274,1,16,6.5,1806
TXN502545,CUST20501,30422,1,6,1.6,2466
TXN502546,CUST20509,259052,2,14,2.2,293
TXN502547,CUST20259,3529,1,15,2.3,1847
TXN502548,CUST20003,23316,3,15,3.1,1216
TXN502549,CUST20381,30745,1,9,5.4,3997
TXN502550,CUST20021,70849,1,13,3.3,399
TXN502551,CUST20830,7612,3,21,2.2,1641
TXN502552,CUST20444,66426,3,7,1.2,775
TXN502553,CUST20706,11217,1,15,4.2,1230
TXN502554,CUST20433,30498,1,19,1.1,1317
TXN502555,CUST20221,16970,1,20,8.6,3154
TXN502556,CUST20067,26835,1,10,4.6,1283
TXN502557,CUST20315,18727,2,15,8.8,3767
TXN502558,CUST20417,14284,1,10,7.1,1001
TXN502559,CUST20211,25229,1,23,5.7,2583
TXN502560,CUST20620,61748,3,20,0.4,3594
TXN502561,CUST20316,53101,3,13,12.3,1609
TXN502562,CUST20357,14835,1,16,4.7,3693
TXN502563,CUST20064,18469,1,13,2.9,2464
TXN502564,CUST20297,24225,1,10,2.0,2130
TXN502565,CUST20690,8080,1,16,0.6,75
TXN502566,CUST20432,34373,1,19,9.7,527
TXN502567,CUST20499,12235,1,14,1.7,3504
TXN502568,CUST20216,480000,1,9,0.7,2105
TXN502569,CUST20550,57726,1,15,4.4,1604
TXN502570,CUST20520,20699,3,15,9.5,2429
TXN502571,CUST20576,56334,1,17,1.1,2341
TXN502572,CUST20118,12038,1,14,2.1,1831
TXN502573,CUST20676,29068,1,19,2.6,597
TXN502574,CUST20099,33922,2,20,1.0,566
TXN502575,CUST20645,10753,1,19,1.2,2604
TXN502576,CUST20737,48635,1,17,0.1,1053
TXN502577,CUST20160,254349,1,15,1.2,116
TXN502578,CUST20298,99423,1,17,3.6,2162
TXN502579,CUST20486,68588,1,11,8.8,1067
TXN502580,CUST20884,70101,1,16,1.4,720
TXN502581,CUST20177,13222,1,8,0.1,1755
TXN502582,CUST20069,22217,1,10,7.7,317
TXN502583,CUST20233,15017,1,2,0.9,953
TXN502584,CUST20831,46730,1,14,4.7,2568
TXN502585,CUST20856,9710,1,8,8.6,3137
TXN502586,CUST20421,480000,1,12,1.0,3946
TXN502587,CUST20365,39685,3,15,1.5,2147
TXN502588,CUST20282,63793,1,9,0.5,3565
TXN502589,CUST20887,480000,3,13,1.6,3938
TXN502590,CUST20880,34899,1,12,2.8,1210
TXN502591,CUST20700,33856,1,15,8.4,977
TXN502592,CUST20579,16610,1,9,5.5,961
TXN502593,CUST20622,14153,1,12,1.7,966
TXN502594,CUST20486,65363,1,21,3.6,1067
TXN502595,CUST20163,5192624,3,11,2.5,3496
TXN502596,CUST20599,16848,1,16,5.4,1530
TXN502597,CUST20449,12650,1,12,4.0,2085
TXN502598,CUST20052,14380,1,10,0.9,3627
TXN502599,CUST20421,480000,2,20,0.2,3946
TXN502600,CUST20117,20553,1,8,0.7,3741
TXN502601,CUST20456,11446,1,11,0.0,1320
TXN502602,CUST20506,37535,1,13,13.2,2880
TXN502603,CUST20023,19069,2,20,2.9,3382
TXN502604,CUST20437,19209,1,11,1.9,3832
TXN502605,CUST20182,29087,1,6,2.4,2709
TXN502606,CUST20211,22850,1,14,1.4,2583
TXN502607,CUST20233,25718,1,12,0.7,953
TXN502608,CUST20777,26216,1,11,11.1,1104
TXN502609,CUST20052,9222,2,20,2.4,3627
TXN502610,CUST20495,13682,1,17,2.4,2848
TXN502611,CUST20607,238664,1,23,6.7,943
TXN502612,CUST20504,30946,1,16,9.0,2982
TXN502613,CUST20376,32493,1,14,0.2,3513
TXN502614,CUST20068,140401,2,10,0.8,136
TXN502615,CUST20765,246886,1,19,0.3,2853
TXN502616,CUST20764,39974,1,10,1.1,1521
TXN502617,CUST20736,49426,2,11,5.0,2486
TXN502618,CUST20062,34140,3,21,1.7,3011
TXN502619,CUST20025,14242,1,22,0.8,724
TXN502620,CUST20879,12619,3,14,1.8,2428
TXN502621,CUST20189,23227,1,22,1.1,3923
TXN502622,CUST20667,13142,2,17,1.8,3534
TXN502623,CUST20762,137281,1,13,3.6,2733
TXN502624,CUST20166,17809,1,12,10.8,1691
TXN502625,CUST20656,5922534,3,20,4.9,3379
TXN502626,CUST20084,3005858,1,19,0.6,898
TXN502627,CUST20124,480000,4,13,1.3,1853
TXN502628,CUST20506,27180,1,13,0.2,2880
TXN502629,CUST20139,150742,1,12,10.7,3088
TXN502630,CUST20094,137786,2,12,19.9,2232
TXN502631,CUST20263,243939,1,16,2.3,2115
TXN502632,CUST20823,72305,1,13,0.5,716
TXN502633,CUST20758,83437,2,8,0.8,123
TXN502634,CUST20014,5681,1,19,2.5,256
TXN502635,CUST20142,18538,2,18,1.0,68
TXN502636,CUST20118,20100,1,8,1.2,1831
TXN502637,CUST20516,67983,1,17,5.7,3728
TXN502638,CUST20552,49048,1,17,3.5,2638
TXN502639,CUST20858,64471,1,16,3.9,1879
TXN502640,CUST20610,25422,1,22,9.9,541
TXN502641,CUST20220,15524,2,15,3.9,784
TXN502642,CUST20112,8000,23,11,16.0,977
TXN502643,CUST20329,26948,1,13,2.3,3947
TXN502644,CUST20341,46031,1,14,1.1,1554
TXN502645,CUST20595,38592,1,18,5.8,3442
TXN502646,CUST20016,23287,2,12,1.7,1049
TXN502647,CUST20378,15243,2,22,2.2,1133
TXN502648,CUST20760,40819,2,16,2.4,1146
TXN502649,CUST20787,22747,1,13,7.0,1833
TXN502650,CUST20704,13492,2,16,2.0,1021
TXN502651,CUST20427,8069,1,14,5.3,699
TXN502652,CUST20048,42991,1,19,8.6,2281
TXN502653,CUST20212,38560,1,15,0.2,3814
TXN502654,CUST20455,17137,1,11,1.3,76
TXN502655,CUST20323,57320,1,13,4.0,3925
TXN502656,CUST20372,29632,1,20,2.2,3294
TXN502657,CUST20383,41023,2,11,6.8,59
TXN502658,CUST20816,42131,1,12,3.5,312
TXN502659,CUST20671,34175,3,12,2.6,1800
TXN502660,CUST20113,89389,1,9,0.2,2756
TXN502661,CUST20642,161527,1,17,1.6,1966
TXN502662,CUST20697,19600,1,21,4.4,2446
TXN502663,CUST20680,347190,1,9,1.0,1287
TXN502664,CUST20173,15910,1,10,1.8,1151
TXN502665,CUST20536,29592,1,13,0.1,3421
TXN502666,CUST20456,9675,2,18,3.4,1320
TXN502667,CUST20512,480000,1,11,4.4,2004
TXN502668,CUST20885,22835,1,23,5.8,2851
TXN502669,CUST20782,8171,1,12,3.5,3676
TXN502670,CUST20451,7996,3,14,18.6,1365
TXN502671,CUST20731,111683,1,10,18.4,218
TXN502672,CUST20727,256697,1,13,0.0,3859
TXN502673,CUST20111,16189,1,14,0.6,2776
TXN502674,CUST20413,40450,1,12,2.5,1306
TXN502675,CUST20821,31156,1,15,3.5,1234
TXN502676,CUST20092,41627,1,22,8.3,2634
TXN502677,CUST20293,225948,1,9,1.6,1120
TXN502678,CUST20098,361358,1,14,2.2,2124
TXN502679,CUST20867,64646,1,8,1.1,2868
TXN502680,CUST20484,183055,2,10,3.1,1036
TXN502681,CUST20598,68536,2,21,2.4,2572
TXN502682,CUST20814,175126,1,16,2.9,2263
TXN502683,CUST20622,7286,1,14,3.6,966
TXN502684,CUST20431,22370,1,12,0.1,1690
TXN502685,CUST20876,48401,1,18,1.6,2176
TXN502686,CUST20764,44280,1,10,2.5,1521
TXN502687,CUST20225,45621,2,11,1.0,1769
TXN502688,CUST20656,22060,1,14,0.1,3379
TXN502689,CUST20194,17357,1,15,4.2,1003
TXN502690,CUST20626,18466,1,14,4.5,1796
TXN502691,CUST20288,13479,1,11,0.6,3691
TXN502692,CUST20268,377366,2,17,2.1,1677
TXN502693,CUST20287,22669,1,10,1.2,1020
TXN502694,CUST20224,24280,1,22,0.0,2189
TXN502695,CUST20198,35451,22,20,8.5,2102
TXN502696,CUST20553,67628,1,21,0.1,2372
TXN502697,CUST20884,54108,1,8,1.3,720
TXN502698,CUST20830,4940,1,13,2.6,1641
TXN502699,CUST20613,53321,1,15,1.1,2482
TXN502700,CUST20502,36398,1,7,4.5,3323
TXN502701,CUST20755,14688,2,15,7.9,2596
TXN502702,CUST20226,206131,3,17,14.0,3041
TXN502703,CUST20596,110378,2,15,2.4,48
TXN502704,CUST20327,22335,2,19,0.5,2452
TXN502705,CUST20618,480000,1,11,5.0,2320
TXN502706,CUST20151,9075,1,15,0.9,1001
TXN502707,CUST20447,26445,1,10,3.7,3656
TXN502708,CUST20087,12608,2,9,4.1,224
TXN502709,CUST20744,38373,2,13,1.5,245
TXN502710,CUST20685,14199,1,9,2.2,3268
TXN502711,CUST20231,116416,1,10,2.0,2363
TXN502712,CUST20417,20738,2,12,1.4,1001
TXN502713,CUST20687,28422,1,14,3.0,2902
TXN502714,CUST20287,38067,1,13,0.9,1020
TXN502715,CUST20254,29598,1,12,8.1,3830
TXN502716,CUST20181,50236,1,18,4.4,1172
TXN502717,CUST20366,11299,2,18,1.9,635
TXN502718,CUST20390,28821,1,16,0.2,702
TXN502719,CUST20661,59776,1,8,1.1,2403
TXN502720,CUST20840,398243,1,19,1.8,1366
TXN502721,CUST20732,172823,1,16,0.2,1082
TXN502722,CUST20716,21899,2,13,2.0,2989
TXN502723,CUST20121,26147,3,18,6.1,3348
TXN502724,CUST20685,18861,1,13,0.2,3268
TXN502725,CUST20668,13213,1,12,4.2,1298
TXN502726,CUST20548,15764,1,9,2.7,307
TXN502727,CUST20128,480000,2,9,12.0,3238
TXN502728,CUST20872,13326,2,16,0.2,949
TXN502729,CUST20801,48572,3,4,6.6,1724
TXN502730,CUST20128,480000,1,15,7.7,3238
TXN502731,CUST20078,41483,2,13,2.3,3271
TXN502732,CUST20305,23236,1,10,0.1,2212
TXN502733,CUST20795,72299,1,14,4.5,541
TXN502734,CUST20254,33770,1,12,2.7,3830
TXN502735,CUST20893,149185,1,13,1.8,3472
TXN502736,CUST20197,72006,1,18,6.9,3255
TXN502737,CUST20265,19027,1,11,0.8,1291
TXN502738,CUST20049,264071,1,17,5.4,3531
TXN502739,CUST20120,10517,1,18,2.1,2169
TXN502740,CUST20003,21589,1,8,1.1,1216
TXN502741,CUST20404,20309,1,8,3.5,3655
TXN502742,CUST20132,18203,1,16,6.5,2125
TXN502743,CUST20827,16507,1,12,1.9,282
TXN502744,CUST20254,18663,1,13,5.1,3830
TXN502745,CUST20735,20299,2,13,2.0,1579
TXN502746,CUST20877,20738,2,14,1.8,334
TXN502747,CUST20399,10401,2,16,4.6,2798
TXN502748,CUST20481,97454,2,17,10.7,1892
TXN502749,CUST20351,51395,1,18,1.9,2605
TXN502750,CUST20376,24299,1,13,15.2,3513
TXN502751,CUST20592,68510,1,14,1.3,1576
TXN502752,CUST20544,84395,2,14,10.2,1885
TXN502753,CUST20232,12633,2,15,4.9,3547
TXN502754,CUST20296,19549,2,11,7.4,1341
TXN502755,CUST20233,15116,1,13,0.7,953
TXN502756,CUST20291,96278,1,17,1.4,890
TXN502757,CUST20588,16656,1,11,4.3,724
TXN502758,CUST20087,12570,1,15,8.0,224
TXN502759,CUST20596,126936,1,8,0.2,48
TXN502760,CUST20550,95496,1,14,4.3,1604
TXN502761,CUST20621,24479,1,15,0.5,1537
TXN502762,CUST20207,45389,1,20,1.0,3310
TXN502763,CUST20297,26875,1,14,0.9,2130
TXN502764,CUST20168,24740,1,15,4.0,1793
TXN502765,CUST20789,52195,1,13,0.0,785
TXN502766,CUST20194,20335,1,9,1.3,1003
TXN502767,CUST20653,27278,1,17,0.5,2480
TXN502768,CUST20277,9471,2,19,0.4,3724
TXN502769,CUST20090,221971,1,1,379.3,2421
TXN502770,CUST20822,19385,1,15,3.9,2392
TXN502771,CUST20865,33987,1,8,11.9,596
TXN502772,CUST20778,20858,1,16,14.6,3990
TXN502773,CUST20824,35769,1,19,7.0,1880
TXN502774,CUST20256,11320,1,10,2.6,823
TXN502775,CUST20090,25234,1,8,9.3,2421
TXN502776,CUST20672,18169,1,20,3.3,3658
TXN502777,CUST20469,25423,2,14,0.1,1050
TXN502778,CUST20489,31184,3,9,0.1,2037
TXN502779,CUST20530,24865,1,14,7.2,227
TXN502780,CUST20739,44936,1,17,2.8,704
TXN502781,CUST20466,14914,1,18,2.2,2980
TXN502782,CUST20235,37402,2,16,1.8,284
TXN502783,CUST20148,23805,1,12,2.9,2442
TXN502784,CUST20098,183580,1,8,9.2,2124
TXN502785,CUST20799,58430,1,15,0.3,3777
TXN502786,CUST20829,20853,1,12,0.3,3313
TXN502787,CUST20885,587522,1,3,383.0,2851
TXN502788,CUST20238,106877,1,12,5.6,2884
TXN502789,CUST20807,71591,1,17,0.8,200
TXN502790,CUST20324,29631,1,20,9.4,2291
TXN502791,CUST20012,37826,2,8,1.0,3203
TXN502792,CUST20322,18633,2,11,9.9,3538
TXN502793,CUST20451,8782,1,19,2.1,1365
TXN502794,CUST20488,57935,3,16,0.6,3741
TXN502795,CUST20182,34779,2,8,5.3,2709
TXN502796,CUST20147,4377,1,10,13.9,2395
TXN502797,CUST20766,44496,1,18,1.1,2393
TXN502798,CUST20865,40648,1,6,6.9,596
TXN502799,CUST20513,22259,1,18,0.2,271
TXN502800,CUST20148,29019,1,13,1.1,2442
TXN502801,CUST20547,484039,2,1,391.9,2990
TXN502802,CUST20228,57925,2,12,0.2,3040
TXN502803,CUST20000,15592,1,19,4.4,3598
TXN502804,CUST20663,285101,1,16,1.5,1784
TXN502805,CUST20677,130177,1,12,10.0,2934
TXN502806,CUST20497,43075,1,12,1.2,2873
TXN502807,CUST20193,14054,2,13,6.0,1876
TXN502808,CUST20383,34489,1,14,2.2,59
TXN502809,CUST20532,29038,2,20,0.0,3303
TXN502810,CUST20319,19635,1,15,7.1,533
TXN502811,CUST20387,35469,1,16,6.9,2706
TXN502812,CUST20413,65483,1,12,2.9,1306
TXN502813,CUST20770,27333,2,6,2.1,1916
TXN502814,CUST20014,4408,1,13,3.5,256
TXN502815,CUST20745,33665,1,13,0.7,3838
TXN502816,CUST20458,43481,1,14,0.7,2733
TXN502817,CUST20585,25965,1,10,5.5,1912
TXN502818,CUST20789,48579,1,9,5.9,785
TXN502819,CUST20107,6896,1,14,2.6,1425
TXN502820,CUST20862,15428,1,15,0.6,508
TXN502821,CUST20388,473981,2,18,1.4,2427
TXN502822,CUST20537,23358,2,18,5.1,3917
TXN502823,CUST20393,15655,2,12,3.3,2745
TXN502824,CUST20372,21292,2,12,0.6,3294
TXN502825,CUST20094,47417,28,8,16.8,2232
TXN502826,CUST20522,44239,2,18,6.1,3714
TXN502827,CUST20766,22955,2,9,0.2,2393
TXN502828,CUST20034,605580,1,2,334.2,3104
TXN502829,CUST20489,20872,1,9,2.0,2037
TXN502830,CUST20477,21105,1,15,11.3,2308
TXN502831,CUST20197,38890,1,12,0.4,3255
TXN502832,CUST20646,161031,1,18,2.2,131
TXN502833,CUST20675,43343,1,13,5.9,752
TXN502834,CUST20256,11272,1,9,7.3,823
TXN502835,CUST20523,61998,1,14,0.3,3292
TXN502836,CUST20005,79977,1,12,3.5,2233
TXN502837,CUST20188,35604,2,12,2.1,3897
TXN502838,CUST20514,96064,1,19,1.5,3855
TXN502839,CUST20824,30454,3,16,5.4,1880
TXN502840,CUST20018,42646,1,10,1.4,400
TXN502841,CUST20449,26545,1,9,9.4,2085
TXN502842,CUST20891,28821,2,7,1.0,189
TXN502843,CUST20455,17961,1,7,1.8,76
TXN502844,CUST20225,53221,1,17,7.5,1769
TXN502845,CUST20416,163692,1,15,9.3,3659
TXN502846,CUST20026,7597,3,15,1.9,876
TXN502847,CUST20697,9765,1,12,3.4,2446
TXN502848,CUST20440,38173,1,14,4.3,3722
TXN502849,CUST20806,35061,1,12,5.6,2777
TXN502850,CUST20323,36953,1,12,0.9,3925
TXN502851,CUST20835,22941,1,9,1.2,2855
TXN502852,CUST20542,39857,1,8,14.9,2571
TXN502853,CUST20671,26762,1,11,0.1,1800
TXN502854,CUST20226,204764,1,11,4.3,3041
TXN502855,CUST20343,35737,1,14,4.0,3727
TXN502856,CUST20273,25130,1,18,7.2,1659
TXN502857,CUST20389,11377,1,12,1.8,268
TXN502858,CUST20321,35015,2,11,17.1,611
TXN502859,CUST20498,4755664,2,18,0.8,2459
TXN502860,CUST20257,202149,2,14,2.7,2998
TXN502861,CUST20367,18047,1,7,2.4,2703
TXN502862,CUST20467,13335,1,13,1.4,2380
TXN502863,CUST20840,302885,1,16,4.0,1366
TXN502864,CUST20253,18351,1,14,0.4,2653
TXN502865,CUST20347,37544,22,15,21.5,3988
TXN502866,CUST20797,17745,1,22,1.0,2764
TXN502867,CUST20884,83247,3,16,1.7,720
TXN502868,CUST20158,22105,1,19,5.9,3617
TXN502869,CUST20299,14885,1,8,0.7,33
TXN502870,CUST20414,131350,1,15,3.8,2855
TXN502871,CUST20641,46473,2,16,4.8,3549
TXN502872,CUST20100,47163,1,16,3.7,1919
TXN502873,CUST20438,4159253,1,17,0.9,2608
TXN502874,CUST20376,16284,1,11,3.1,3513
TXN502875,CUST20070,62791,1,16,0.5,2377
TXN502876,CUST20255,23798,1,13,0.1,1743
TXN502877,CUST20895,13063,1,11,4.6,1477
TXN502878,CUST20838,18761,1,15,1.3,1205
TXN502879,CUST20490,83670,2,13,2.3,1619
TXN502880,CUST20564,38443,1,13,0.5,1969
TXN502881,CUST20084,361730,1,18,0.4,898
TXN502882,CUST20214,22003,1,15,3.0,1992
TXN502883,CUST20590,65451,2,13,6.2,1677
TXN502884,CUST20892,18741,1,12,6.2,537
TXN502885,CUST20667,16713,1,16,17.2,3534
TXN502886,CUST20703,15956,2,18,0.3,482
TXN502887,CUST20717,25921,31,0,6.9,2200
TXN502888,CUST20501,35173,1,17,3.0,2466
TXN502889,CUST20445,82304,1,9,5.2,617
TXN502890,CUST20176,20821,1,13,5.7,1041
TXN502891,CUST20502,74248,2,9,1.1,3323
TXN502892,CUST20139,184904,1,8,4.6,3088
TXN502893,CUST20496,47844,1,11,1.6,895
TXN502894,CUST20199,47926,2,15,0.7,2953
TXN502895,CUST20148,12825,2,13,4.6,2442
TXN502896,CUST20729,6645,1,13,7.1,1878
TXN502897,CUST20020,23092,1,15,3.0,3959
TXN502898,CUST20493,15604,1,12,9.4,2626
TXN502899,CUST20897,10654,1,14,1.3,47
TXN502900,CUST20567,192012,1,14,5.1,2801
TXN502901,CUST20531,26295,3,16,4.7,1907
TXN502902,CUST20391,276420,2,13,1.4,2371
TXN502903,CUST20455,14612,1,13,0.5,76
TXN502904,CUST20527,60663,1,18,2.8,2209
TXN502905,CUST20170,9869,1,20,6.1,1920
TXN502906,CUST20682,118746,2,16,0.6,2138
TXN502907,CUST20635,291365,1,15,7.5,2580
TXN502908,CUST20752,24052,1,15,1.4,2331
TXN502909,CUST20800,6438,1,19,1.5,524
TXN502910,CUST20269,344807,1,14,0.2,1676
TXN502911,CUST20109,132343,1,16,1.1,890
TXN502912,CUST20253,19791,1,14,2.2,2653
TXN502913,CUST20739,73918,1,15,0.1,704
TXN502914,CUST20763,238403,3,12,3.6,1043
TXN502915,CUST20641,19964,2,9,2.9,3549
TXN502916,CUST20401,21385,1,14,14.1,2389
TXN502917,CUST20408,149895,2,15,1.4,3701
TXN502918,CUST20537,44286,1,6,0.6,3917
TXN502919,CUST20440,47243,1,10,8.3,3722
TXN502920,CUST20348,26727,3,23,0.4,1944
TXN502921,CUST20683,11444,2,19,0.4,3857
TXN502922,CUST20696,36216,1,13,12.2,377
TXN502923,CUST20877,41548,1,12,4.8,334
TXN502924,CUST20598,78985,2,9,0.7,2572
TXN502925,CUST20111,5692,2,14,2.7,2776
TXN502926,CUST20891,16864,1,12,1.5,189
TXN502927,CUST20696,18250,1,18,0.8,377
TXN502928,CUST20307,12588,2,13,1.6,1336
TXN502929,CUST20823,65596,1,18,4.9,716
TXN502930,CUST20588,50815,1,14,0.1,724
TXN502931,CUST20713,10138,4,13,1.8,844
TXN502932,CUST20189,11525,2,23,0.0,3923
TXN502933,CUST20426,38270,1,16,0.0,3960
TXN502934,CUST20278,34721,1,21,3.4,921
TXN502935,CUST20119,33857,2,14,0.4,1560
TXN502936,CUST20066,67595,1,17,1.4,2362
TXN502937,CUST20247,30836,1,18,2.2,1303
TXN502938,CUST20849,54556,1,14,0.1,768
TXN502939,CUST20050,27465,2,13,0.6,1640
TXN502940,CUST20111,4889,1,14,0.8,2776
TXN502941,CUST20595,47810,1,14,1.8,3442
TXN502942,CUST20555,33829,1,16,5.4,469
TXN502943,CUST20426,32171,2,13,3.9,3960
TXN502944,CUST20277,25745,1,15,0.9,3724
TXN502945,CUST20466,30648,1,19,3.4,2980
TXN502946,CUST20631,39561,1,12,0.9,3902
TXN502947,CUST20220,9467,1,13,7.0,784
TXN502948,CUST20411,27925,1,10,0.8,1903
TXN502949,CUST20709,66666,1,13,9.0,3050
TXN502950,CUST20191,21324,1,13,3.6,2964
TXN502951,CUST20098,320563,1,17,3.5,2124
